UF;ENTE;NR CRP;DATA DE EMISSÃO;DATA DE VALIDADE;CRP JUDICIAL;TIPO DE REGIME;SITUAÇÃO DO CRP
BA;Capim Grosso;983083-183977;16/03/2020;12/09/2020;NÃO;RGPS;VENCIDO
BA;Caraíbas;983271-186254;29/05/2020;25/11/2020;SIM;RPPS;VÁLIDO
BA;Caravelas;983437-186646;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
BA;Cardeal da Silva;983439-186268;30/05/2020;26/11/2020;SIM;RGPS;VÁLIDO
BA;Carinhanha;983441-183859;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
BA;Casa Nova;983443-185149;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
BA;Castro Alves;983445-187003;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
BA;Catolândia;983447-187014;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
BA;Catu;983449-187990;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Caturama;983273-184797;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Central;983451-184751;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Chorrochó;983453-186146;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
BA;Cícero Dantas;983455-188092;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Cipó;983457-184565;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Coaraci;983459-184482;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Cocos;983461-184863;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Conceição da Feira;983463-187544;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Conceição do Almeida;983465-184070;23/03/2020;19/09/2020;NÃO;RGPS;VÁLIDO
BA;Conceição do Coité;983467-187152;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
BA;Conceição do Jacuípe;983469-185107;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
BA;Conde;983471-184211;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
BA;Condeúba;983473-187270;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
BA;Contendas do Sincorá;983475-184485;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Coração de Maria;983477-187285;07/07/2020;03/01/2021;SIM;RPPS;VÁLIDO
BA;Cordeiros;983479-183718;06/03/2020;02/09/2020;NÃO;RGPS;VENCIDO
BA;Coribe;983481-187959;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Coronel João Sá;983483-184361;01/04/2020;28/09/2020;SIM;RGPS;VÁLIDO
BA;Correntina;983485-119104;19/12/2013;17/06/2014;NÃO;RPPS;VENCIDO
BA;Cotegipe;983487-188416;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Cravolândia;983489-188466;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Crisópolis;983491-187166;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
BA;Cristópolis;983493-187526;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Cruz das Almas;983495-188460;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Curaçá;983497-183723;06/03/2020;02/09/2020;NÃO;RGPS;VENCIDO
BA;Dário Meira;983499-185971;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
BA;Dias d'Ávila;983087-188436;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Dom Basílio;983501-184741;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Dom Macedo Costa;983503-184723;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Elísio Medrado;983505-185965;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
BA;Encruzilhada;983507-188372;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Entre Rios;983509-184735;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Érico Cardoso;983309-183860;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
BA;Esplanada;983511-184365;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Euclides da Cunha;983513-183821;11/03/2020;07/09/2020;NÃO;RGPS;VENCIDO
BA;Eunápolis;983117-188687;30/08/2020;26/02/2021;NÃO;RGPS;VÁLIDO
BA;Fátima;983089-188223;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
BA;Feira da Mata;983275-184694;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Feira de Santana;983515-183806;10/03/2020;06/09/2020;NÃO;RPPS;VENCIDO
BA;Filadélfia;983091-184641;01/04/2020;28/09/2020;SIM;RPPS;VÁLIDO
BA;Firmino Alves;983517-184489;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Floresta Azul;983519-183655;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
BA;Formosa do Rio Preto;983521-184790;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Gandu;983523-187982;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Gavião;983093-184066;23/03/2020;19/09/2020;NÃO;RGPS;VÁLIDO
BA;Gentio do Ouro;983525-185795;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
BA;Glória;983527-185817;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
BA;Gongogi;983529-183689;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
BA;Governador Mangabeira;983531-184731;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Governo do Estado da Bahia;949001-188145;12/08/2020;08/02/2021;SIM;RPPS;VÁLIDO
BA;Guajeru;983095-187707;28/07/2020;24/01/2021;NÃO;RGPS;VÁLIDO
BA;Guanambi;983533-183668;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
BA;Guaratinga;983535-184828;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Heliópolis;983097-187161;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
BA;Iaçu;983537-185637;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
BA;Ibiassucê;983539-184473;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Ibicaraí;983541-187918;05/08/2020;01/02/2021;NÃO;RGPS;VÁLIDO
BA;Ibicoara;983543-185293;23/04/2020;20/10/2020;SIM;RPPS;VÁLIDO
BA;Ibicuí;983545-188278;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
BA;Ibipeba;983547-185686;11/05/2020;07/11/2020;NÃO;RGPS;VÁLIDO
BA;Ibipitanga;983551-185629;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
BA;Ibiquera;983553-184965;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
BA;Ibirapitanga;983555-184461;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Ibirapuã;983557-188462;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Ibirataia;983559-187568;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Ibitiara;983561-188283;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
BA;Ibititá;983563-185827;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
BA;Ibotirama;983565-186941;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
BA;Ichu;983567-187148;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
BA;Igaporã;983569-185447;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
BA;Igrapiúna;983277-184433;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Iguaí;983571-184609;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Ilhéus;983573-186312;31/05/2020;27/11/2020;NÃO;RGPS;VÁLIDO
BA;Inhambupe;983575-185718;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
BA;Ipecaetá;983577-186503;06/06/2020;03/12/2020;SIM;RPPS;VÁLIDO
BA;Ipiaú;983579-185940;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
BA;Ipirá;983581-184634;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Ipupiara;983583-184780;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Irajuba;983585-164393;12/04/2018;09/10/2018;NÃO;RPPS;VENCIDO
BA;Iramaia;983587-187519;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Iraquara;983589-184177;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
BA;Irará;983591-186986;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
BA;Irecê;983593-188459;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Itabela;983279-97187;08/07/2011;04/01/2012;NÃO;RPPS;VENCIDO
BA;Itaberaba;983595-186739;15/06/2020;12/12/2020;SIM;RPPS;VÁLIDO
BA;Itabuna;983597-183641;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
BA;Itacaré;983599-184734;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Itaeté;983601-187299;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
BA;Itagi;983603-183963;16/03/2020;12/09/2020;NÃO;RGPS;VENCIDO
BA;Itagibá;983605-185549;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
BA;Itagimirim;983607-184064;23/03/2020;19/09/2020;NÃO;RGPS;VÁLIDO
BA;Itaguaçu da Bahia;983281-188088;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Itaju do Colônia;983609-184338;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Itajuípe;983611-187513;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Itamaraju;983613-185551;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
BA;Itamari;983615-187303;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
BA;Itambé;983617-185868;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
BA;Itanagra;983619-185455;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
BA;Itanhém;983621-184853;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Itaparica;983623-185999;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
BA;Itapé;983625-188579;28/08/2020;24/02/2021;NÃO;RGPS;VÁLIDO
BA;Itapebi;983627-185910;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
BA;Itapetinga;983629-188040;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Itapicuru;983631-184813;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Itapitanga;983633-184429;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Itaquara;983635-187196;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
BA;Itarantim;983637-185326;23/04/2020;20/10/2020;NÃO;RGPS;VÁLIDO
BA;Itatim;983283-188627;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
BA;Itiruçu;983639-184960;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
BA;Itiúba;983641-187435;10/07/2020;06/01/2021;NÃO;RGPS;VÁLIDO
BA;Itororó;983643-185155;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
BA;Ituaçu;983645-186036;21/05/2020;17/11/2020;NÃO;RGPS;VÁLIDO
BA;Ituberá;983647-186966;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
BA;Iuiú;983285-185590;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
BA;Jaborandi;989859-185328;23/04/2020;20/10/2020;NÃO;RGPS;VÁLIDO
BA;Jacaraci;983649-184822;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Jacobina;983651-188452;19/08/2020;15/02/2021;SIM;RPPS;VÁLIDO
BA;Jaguaquara;983653-187212;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
BA;Jaguarari;983655-185315;23/04/2020;20/10/2020;NÃO;RGPS;VÁLIDO
BA;Jaguaripe;983657-185349;25/04/2020;22/10/2020;NÃO;RGPS;VÁLIDO
BA;Jandaíra;983659-187179;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
BA;Jequié;983661-185897;18/05/2020;14/11/2020;SIM;RPPS;VÁLIDO
BA;Jeremoabo;983663-187548;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Jiquiriçá;983665-184992;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
BA;Jitaúna;983667-184836;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;João Dourado;983099-184820;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Juazeiro;983669-184238;30/03/2020;26/09/2020;NÃO;RPPS;VÁLIDO
BA;Jucuruçu;983287-188578;28/08/2020;24/02/2021;NÃO;RGPS;VÁLIDO
BA;Jussara;983671-186150;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
BA;Jussari;983069-184998;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
BA;Jussiape;983673-186323;31/05/2020;27/11/2020;NÃO;RGPS;VÁLIDO
BA;Lafaiete Coutinho;983675-188410;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Lagoa Real;983289-184724;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Laje;983677-187346;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
BA;Lajedão;983679-184393;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Lajedinho;983681-187279;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
BA;Lajedo do Tabocal;983291-186410;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
BA;Lamarão;983683-185095;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
BA;Lapão;983973-188099;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Lauro de Freitas;983685-188442;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Lençóis;983687-184818;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Licínio de Almeida;983689-188404;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Livramento de Nossa Senhora;983691-183846;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
BA;Luís Eduardo Magalhães;981112-186610;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
BA;Macajuba;983693-184426;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Macarani;983695-184466;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Macaúbas;983697-188457;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Macururé;983699-184167;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
BA;Madre de Deus;983293-184217;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
BA;Maetinga;983975-184906;10/04/2020;07/10/2020;NÃO;RGPS;VÁLIDO
BA;Maiquinique;983701-183848;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
BA;Mairi;983703-185964;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
BA;Malhada;983705-188381;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Malhada de Pedras;983707-183719;06/03/2020;02/09/2020;NÃO;RGPS;VENCIDO
BA;Manoel Vitorino;983709-184946;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
BA;Mansidão;983977-183706;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
BA;Maracás;983711-188231;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
BA;Maragogipe;983713-187309;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
BA;Maraú;983715-186900;23/06/2020;20/12/2020;NÃO;RGPS;VÁLIDO
BA;Marcionílio Souza;983717-184864;04/04/2020;01/10/2020;SIM;RPPS;VÁLIDO
BA;Mascote;983719-188039;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Mata de São João;983721-186569;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
BA;Matina;983295-187532;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Medeiros Neto;983723-184857;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Miguel Calmon;983725-185923;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
BA;Milagres;983727-185647;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
BA;Mirangaba;983729-107774;06/09/2012;05/03/2013;NÃO;RPPS em extincao;VENCIDO
BA;Mirante;983297-187363;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
BA;Monte Santo;983731-185039;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
BA;Morpará;983733-186942;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
BA;Morro do Chapéu;983735-184081;23/03/2020;19/09/2020;SIM;RPPS;VÁLIDO
BA;Mortugaba;983737-184758;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Mucugê;983739-183686;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
BA;Mucuri;983741-184892;08/04/2020;05/10/2020;NÃO;RGPS;VÁLIDO
BA;Mulungu do Morro;983299-187520;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Mundo Novo;983743-186592;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
BA;Muniz Ferreira;983745-184934;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
BA;Muquém de São Francisco;983005-184289;31/03/2020;27/09/2020;NÃO;RGPS;VÁLIDO
BA;Muritiba;983747-186989;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
BA;Mutuípe;983749-188629;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
BA;Nazaré;983751-186995;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
BA;Nilo Peçanha;983753-188113;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Nordestina;983979-184184;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
BA;Nova Canaã;983755-183865;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
BA;Nova Fátima;983007-184255;30/03/2020;26/09/2020;NÃO;RGPS;VÁLIDO
BA;Nova Ibiá;983009-186222;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
BA;Nova Itarana;983757-178864;16/09/2019;14/03/2020;NÃO;RPPS em extincao;VENCIDO
BA;Nova Redenção;983011-184534;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Nova Soure;983759-186445;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
BA;Nova Viçosa;983761-185949;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
BA;Novo Horizonte;983013-188624;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
BA;Novo Triunfo;983015-185026;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
BA;Olindina;983763-185458;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
BA;Oliveira dos Brejinhos;983765-186017;21/05/2020;17/11/2020;NÃO;RGPS;VÁLIDO
BA;Ouriçangas;983767-188052;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Ourolândia;983017-185008;12/04/2020;09/10/2020;SIM;RPPS;VÁLIDO
BA;Palmas de Monte Alto;983769-185610;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
BA;Palmeiras;983771-183801;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
BA;Paramirim;983773-184786;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Paratinga;983775-187288;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
BA;Paripiranga;983777-186584;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
BA;Pau Brasil;983779-188448;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
BA;Paulo Afonso;983781-188694;30/08/2020;26/02/2021;NÃO;RGPS;VÁLIDO
BA;Pé de Serra;983981-187573;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Pedrão;983783-188064;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Pedro Alexandre;983785-184474;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Piatã;983787-186645;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
BA;Pilão Arcado;983789-187403;09/07/2020;05/01/2021;NÃO;RGPS;VÁLIDO
BA;Pindaí;983791-187946;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Pindobaçu;983793-187149;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
BA;Pintadas;983983-184716;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Piraí do Norte;983019-184492;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Piripá;983795-186141;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
BA;Piritiba;983797-183699;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
BA;Planaltino;983799-185907;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
BA;Planalto;983801-184712;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Poções;983803-187136;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
BA;Pojuca;983805-185212;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
BA;Ponto Novo;983021-188591;28/08/2020;24/02/2021;SIM;RPPS;VÁLIDO
BA;Porto Seguro;983807-187556;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Potiraguá;983809-184518;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Prado;983811-185959;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
BA;Presidente Dutra;983813-188227;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
BA;Presidente Jânio Quadros;983815-185623;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
BA;Presidente Tancredo Neves;983023-187344;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
BA;Queimadas;983817-184577;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Quijingue;983819-183970;16/03/2020;12/09/2020;NÃO;RGPS;VENCIDO
BA;Quixabeira;983025-186071;22/05/2020;18/11/2020;SIM;RPPS;VÁLIDO
BA;Rafael Jambeiro;983985-185538;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
BA;Remanso;983821-183675;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
BA;Retirolândia;983823-184646;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Riachão das Neves;983825-184815;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Riachão do Jacuípe;983827-187543;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Riacho de Santana;983829-185556;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
BA;Ribeira do Amparo;983831-184800;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;Ribeira do Pombal;983833-188573;28/08/2020;24/02/2021;NÃO;RGPS;VÁLIDO
BA;Ribeirão do Largo;983027-188326;17/08/2020;13/02/2021;SIM;RPPS;VÁLIDO
BA;Rio de Contas;983835-184574;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Rio do Antônio;983837-183836;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
BA;Rio do Pires;983839-188023;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Rio Real;983841-186596;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
BA;Rodelas;983843-185498;02/05/2020;29/10/2020;NÃO;RGPS;VÁLIDO
BA;Ruy Barbosa;983845-184491;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Salinas da Margarida;983847-187577;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
BA;Salvador;983849-188499;21/08/2020;17/02/2021;SIM;RPPS;VÁLIDO
BA;Santa Bárbara;983851-186967;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
BA;Santa Brígida;983853-183819;11/03/2020;07/09/2020;NÃO;RGPS;VENCIDO
BA;Santa Cruz Cabrália;983855-184343;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Santa Cruz da Vitória;983857-184738;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Santa Inês;983859-185939;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
BA;Santa Luzia;983987-187995;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Santa Maria da Vitória;983863-183610;04/03/2020;31/08/2020;NÃO;RPPS;VENCIDO
BA;Santa Rita de Cássia;983549-183744;08/03/2020;04/09/2020;NÃO;RGPS;VENCIDO
BA;Santa Teresinha;983869-187187;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
BA;Santaluz;983861-186958;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
BA;Santana;983865-186823;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
BA;Santanópolis;983867-187006;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
BA;Santo Amaro;983871-187231;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
BA;Santo Antônio de Jesus;983873-184981;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
BA;Santo Estêvão;983875-184792;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;São Desidério;983877-185445;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
BA;São Domingos;983029-184798;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
BA;São Felipe;983881-188699;30/08/2020;26/02/2021;NÃO;RGPS;VÁLIDO
BA;São Félix;983879-184991;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
BA;São Félix do Coribe;983031-184871;05/04/2020;02/10/2020;SIM;RPPS;VÁLIDO
BA;São Francisco do Conde;983883-167355;06/08/2018;02/02/2019;NÃO;RPPS;VENCIDO
BA;São Gabriel;983989-186426;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
BA;São Gonçalo dos Campos;983885-183633;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
BA;São José da Vitória;983035-184440;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;São José do Jacuípe;983033-187456;12/07/2020;08/01/2021;SIM;RPPS;VÁLIDO
BA;São Miguel das Matas;983887-185643;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
BA;São Sebastião do Passé;983889-184230;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
BA;Sapeaçu;983891-151655;21/03/2017;17/09/2017;NÃO;RPPS;VENCIDO
BA;Sátiro Dias;983893-187308;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
BA;Saubara;983037-186419;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
BA;Saúde;983895-184325;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
BA;Seabra;983897-188648;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
BA;Sebastião Laranjeiras;983899-188080;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
BA;Senhor do Bonfim;983901-186798;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
